Timestamp,Your preferred/playa name,Title of Event,Event Description,Type of Event,Is your event family friendly?,At what time does the event start,For how long does the event run,What day(s) is the event occurring,Location,All-day events
30/06/2019 22:20:55,Asis D'Orange,👑YAZ QUEEN!,"Hello gorge BT beings!
My name is Asis D’Orange and I have something for you 😉
 👑 YAZ QUEEN!  A movement workshop for empowering our dark and luscious full of juice fem enejizz💦 The workshop is Inspired by the vision and art of Voguing 💃🏻💃🏻💃🏻 it’s for all genders with no need of prior experience in anything 🥳🧚🏽‍♀️💫 optional dress code: SEXY DIVA 👠",Workshop/Class,🤷‍♀️,15:30:00,1:30:00,Friday 26.,Foxhole,
30/06/2019 22:33:59,Zöpsie und Lulumpa,The art of Kissing,"Kissing is an art. It can be powerful, magical and so much fun. But who hasn't encounter sloppy tenticals, hasty washing machines or sneaky snakes? We want to show you different techniques of kissing that will make you forget your surroundings and completely emerge into the sensual touch of these ever sensitive organs in our mouth. Bring your toothbrush!",Workshop/Class,Nooooope 💦,18:00:00,1:30:00,Thursday 25.,MY DICK,
30/06/2019 22:41:35,Kiers,What is health? and how it connects to spirituality ,"Health is not the absence of disease; That would be like saying light is the absence of darkness. 
Health is not the absense,but the presence of something that can heal us on an individual and collective level.
What's present in health and whats missing in a disease?

A presentation about the misunderstanding of disease,which leads to a victimization of the sick and the disability of true healing.",Workshop/Class,Yes 🧸,14:00:00,1:00:00,Wednesday 24.,TEMPLE OF VISIONS,
30/06/2019 22:45:36,Henje und Saskia,Watermelon Licking & Banana blowjobs,Show and improve your set of pleasure skills,Workshop/Class,Nooooope 💦,17:00:00,1:30:00,Tuesday 23.,MY DICK,
30/06/2019 22:47:19,Madhou,Improv Theatre,We switch in different rolles and play some funny improve theatre games... No experience requiried :-),Workshop/Class,Yes 🧸,14:00:00,1:30:00,Monday 22.,The federal Government of the Borderland,
30/06/2019 22:50:29,"Mathias Gullbrandson, Isadora Wronski & Peter Munthe Kaas",Evolutionary purpose of Borderland,"The Borderland is 10 year! From 12 participants on Ravlunda beach 2010 to 3210 participants at Hedeland 2019. It is time to ask ourselves what will The Borderland become in future?

What we are dreaming of to do? Is an ever-growing The Borderland the space between dreams and realities we like it to become? Or?

This session is a part of an advice process on The Evolutionary Purpose of Borderland. ",Workshop/Class,🤷‍♀️,15:00:00,2:00:00,Thursday 25.,[re]connect,
30/06/2019 22:52:39,Saskia,Naked Yoga,Full Power HathaYoga Session in the most comfortable clothing,Workshop/Class,Yes 🧸,11:00:00,1:30:00,Friday 26.,Wonderland,
30/06/2019 22:54:20,Frida,Speaking peace - Non-violent Communication Workshop,"Understanding how your friend/partner feels, and communicating your own needs and feelings can be super tricky. Non-violent communication (NVC), developed by psychologist Marshall Rosenberg, can help us communicate in a peaceful way, through empathic listening and authentic expression. Workshop about how to stop shying away from conflict and **really talk** about things - the non-violent way. ",Workshop/Class,Yes 🧸,11:00:00,0:45:00,"Tuesday 23., Wednesday 24., Thursday 25.",THE FIELD,
09/07/2019 19:23:18,Tea by the Sea,5 Elements Movement Journey with Fusion Vibes Collective,"Fusion Vibes Collective fuses live music organically into a DJ set serving a journey of five elements. In Chinese philosophy the flow of chi in the sequence of wood-fire-earth-metal-water is seen as a cycle of creation or ""mutual generation"", witnessed in the human body. Come immerse yourself in an experiential flow through the elements. Live improvisation, movement and meditation!

",DJ/Music,Yes 🧸,13:00:00,1:30:00,Thursday 25.,Tea By the SEA,
30/06/2019 23:07:44,Christian Sannemann,Breathing techniques to activate your parasympathetic nervous system,Did you know that we have the power to consciously control our nervous system? And do it in a simple yet efficient way that everyone is capable of? After this workshop you'll understand the basics of the nervous system and learn a few simple techniques on how to consciously control it through breathing. The benefits of this can be life changing.,Workshop/Class,Nooooope 💦,14:30:00,0:30:00,Thursday 25.,Tea By the SEA,
30/06/2019 23:08:17,Zandra and René,"Open ""Mic"" / kinky story telling","A space, where you are invited to share your personal sexual endeavours. We are hetero friendly, trans friendly, Queer friendly, vanilla friendly, WE ARE REALLY FRIENDLY. The theme of this talk is **Crash & Burn**, so come tell your funny, mindblowing, emotional, embarrasing stories, and listen to others sharing theirs. 
Apart of that we have a special suprise for the night: The confession bucket!",Party/Gathering,Nooooope 💦,20:00:00,2:00:00,Friday 26.,Tantric Tipi,
30/06/2019 23:08:50,Saskia,1000&1 Nights of Storytelling,"We want to share a children's story that we love, or a story about an incredible experience in our lives, or simply let our creative energy flow and imagination play it's magic. ",Party/Gathering,Yes 🧸,16:00:00,1:30:00,Saturday 27.,MY DICK,
30/06/2019 23:11:49,Artemis,The Glass Bead Game,"
""The Glass Bead Game is a mode of playing with the total contents and values of our culture. It plays with them as a painter might have played with the colors on his palette.”
- Hermann Hesse
 
Welcome to a transpersonal game of *co-creation* that makes us aware of all the games we play. Speak, dance, draw, and make music together in pursuit of the third mind.",Workshop/Class,Nooooope 💦,15:00:00,1:13:42,"Tuesday 23., Wednesday 24., Thursday 25., Friday 26.",Co-Munity,
04/07/2019 09:44:37,Tea by The Sea,Ambient sunset with Alex Esser and friends,"On top of the south ridge with beautiful views of the sunset we provide a perfect set and setting while selected dj-sets represent intricate and mature shades of ambient, modern classical and at times beatless electronica. The platform is a beacon of light, a temple, a place of shared communion and we want to offer a gift of a temple that resonates with the clearest energies for the best journeys.",Party/Gathering,Yes 🧸,20:00:00,3:00:00,Thursday 25.,Tea By the SEA,
30/06/2019 23:22:50,My Dick,Oriental Penis Dance,Can imagine what this means? Well then you should come to My Dick and find out ;),Party/Gathering,,11:00:00,1:00:00,Saturday 27.,MY DICK,
30/06/2019 23:19:36,KyrAvram,[re]-connecting with the world -- popping the bubble,"This workshop is born out of a longing to *connect the practices we entertain to political struggles*. It therefore wants to open a discussion about the political context (such as climate change, asylum policies, neoliberalization...) we are in and how we can relate to it in a meaningful non-escapistic way. ",Workshop/Class,🤷‍♀️,16:00:00,2:00:00,Wednesday 24.,[re]connect,
04/07/2019 09:49:35,Tea by the Sea,Ambient sunset with Neilikkakissa from Ihmelehto and friends,"Deep, dreamy house that will provide a sonic landscape fusing meditative grooves with ethereal harmonics. With beautiful views of the sunset we provide a perfect set and setting with dj-sets that represent intricate and mature shades of deeper house. We want to offer this gift of a sound temple that resonates with the clearest energies for the best journeys. Be guided in light, sound, spirit, mind",Party/Gathering,Yes 🧸,20:00:00,3:00:00,Friday 26.,Tea By the SEA,
30/06/2019 23:23:21,Hilda Ruijs,Morning “High Tea” & cakes with Hilda Ruijs’ acoustic set ,"Morning glory sunrise soundscapes w Hilda <3 A soft landing on the top of the hill after a mad hatter’s friday party with a cup of herbal tea and cakes. A perfect spot for watching the sun rise in the east over our beloved ones...
",Party/Gathering,Yes 🧸,06:00:00,1:00:00,Saturday 27.,Tea By the SEA,
30/06/2019 23:26:12,Tea by the Sea,Ambient sunset with Techstil,"On top of the south ridge with beautiful views of the sunset we provide a perfect set and setting while selecting dj-sets that represent intricate and mature shades of ambient, modern classical and at times beatless electronica. The platform is a beacon of light, a temple of shared communion and we offer this gift of a sound temple that resonates with the clearest energies for the best journeys.",Party/Gathering,Yes 🧸,20:00:00,3:00:00,Wednesday 24.,Tea By the SEA,
30/06/2019 23:47:45,Jeremy,Grief Circle,"Grief can be compassionate shadow work. Our culture asks us to face grief alone, yet we evolved in tight-knit tribes, sharing communal rituals. How do we navigate the losses in our daily lives? Together we create a container to express our accumulated sorrows. Our ritual, a talking circle, will focus on self-compassion and empathic listening, creating fertile ground to compost our grief. (max. 10)",Ritual/Ceremony,Nooooope 💦,11:00:00,1:30:00,"Friday 26., Saturday 27.",THE SKI HILL,
30/06/2019 23:31:43,Beaver,The Sauna Caravan,"The sauna will be parked down by the lake. We will open it at 7 in the morning and it will run as long as there is interest, opening again at 8 in the evening till around 11. There is no officially organised gus sessions, but don't let that stop you being spontaneous and running your own :)",Ritual/Ceremony,Yes 🧸,07:00:00,3:00:00,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27.",The Lake,Event runs all-day
30/06/2019 23:36:02,Captain Carma,Not your ordinary teahouse - THE Teahouse,"After the great Tea-rebellion in 2019 that almost resulted in a Cosmic Jihad we had to take things underground - but the resistance lives and it is fully operational on the hill! 
Seriously, we have teas that will open your mind. Brewed with clear springwater & selected with greatest love. Best enjoyed with amazing view & curated soundscape
Tea extends life, tea is vital for space travel. ",Party/Gathering,Yes 🧸,15:00:00,3:00:00,"Monday 22., Tuesday 23., Wednesday 24., Friday 26., Saturday 27.",Tea By the SEA,
07/07/2019 00:11:49,Helen of Troy,Meditation guided by the music of Brian Eno,A one hour meditation guided by Brian Eno's album Reflection. ,Workshop/Class,🤷‍♀️,22:00:00,1:00:00,"Monday 22., Build day 6 (20.)",Ygeia Camp,
30/06/2019 23:38:50,Captain Carma,Cat Café,"Welcome to Tea by the Sea's Cat Café! Play with cats or bring your ears and find your inner feline and have a purrrrfect afternoon tea! Enjoy the view of the sea with a cup of hot with one of our selected teas from around the world. Depending on the day and the weather we’ll serve green senchas, taiwanese oolongs and various healing herbal blends. ",Party/Gathering,Yes 🧸,15:00:00,3:00:00,Thursday 25.,Tea By the SEA,
30/06/2019 23:42:48,Aner,Improv Your Life,"Let's all be kids again! We will move, laugh, and make lots of shit up in a series of improv games centered around core improv skills, primarily listening, yes anding, and going out of your mind. Open for beginners and experienced folks alike, this will be FUN! (Or your money back). Note: this not contact improv - you absolutely don't need to touch others here. Fuck that shit).",Workshop/Class,Yes 🧸,16:02:00,1:30:03,Tuesday 23.,Clown Police HQ,
30/06/2019 23:44:06,Captain Carma,Opening of the Lighthouse,"Teahouse by day, lighthouse by night, the lighthouse by the sea aims to be a beautiful permanent trace from Borderland to Hedenland, and also stands as a symbol for the light that helps us to navigate

The place will have a respectful atmosphere where you can write down thoughts, form a memory and just enjoy an overview. It is also available to book for ceremonies",Ritual/Ceremony,Yes 🧸,20:00:00,1:00:00,Tuesday 23.,Tea By the SEA,
01/07/2019 02:22:36,"Aner ""Propaganda Clown"" Tal",Clown Police Tours / Indoctrination,"Come meet fellow borderlings you don't yet know and explore the sights and hear the fascinating stories behind the exotic sights and people of Borderland, as told (and possibly made up) by clowns! ",Parade,Yes 🧸,17:00:00,1:00:00,"Monday 22., Wednesday 24., Friday 26.",Clown Police HQ (is the starting point. Who knows where it will end),
30/06/2019 23:56:26,Chiara,paint space,we provide acrilic paint and various media to get together and paint ,Games,Yes 🧸,14:00:00,2:00:00,Monday 22.,Psychonautic Chilldome,
30/06/2019 23:57:51,Adam,Psychedelic Maths,"Come along if you're a bit interested in maths etc and I'll try to explain some cool shit, hopefully in a hands on way.  I hope I can cover:

How not to get molested by robots
Fucked up geometry and black holes
Doing maths with maths because you love maths so much

No maths experience necessary, there shouldn't be any adding or equation solving or anything.  ",Workshop/Class,🤷‍♀️,12:00:00,1:30:00,"Monday 22., Sunday 28.",Psychonautic Chilldome,
